plaqueId	category	key	value
dr-anderson-ruffin-abbott-1837-1913	details	text	Dr. Anderson Ruffin Abbott received his medical licence in 1861, becoming the first Canadian-born doctor of African descent. He was one of eight Black surgeons to serve in the Union Army during the American Civil War. After returning home, he established a medical practice in Chatham, served as president of the Wilberforce Educational Institute, and became Kent County's first Black coroner.
dr-anderson-ruffin-abbott-1837-1913	location	region	Southwestern Ontario
dr-anderson-ruffin-abbott-1837-1913	location	county	Municipality of Chatham-Kent (District)
dr-anderson-ruffin-abbott-1837-1913	location	municipality	Municipality of Chatham-Kent
dr-anderson-ruffin-abbott-1837-1913	location	address	At the BME Freedom Park, corner of Wellington and Princess streets, Chatham-Kent
dr-anderson-ruffin-abbott-1837-1913	themes	theme	Black heritage
dr-anderson-ruffin-abbott-1837-1913	themes	theme	People
dr-augusta-stowe-gullen-1857-1943	details	title	Dr. Augusta Stowe Gullen 1857-1943
dr-augusta-stowe-gullen-1857-1943	details	text	A native of Mount Pleasant, Augusta Stowe Gullen was the first woman to graduate in medicine from a Canadian university. With her mother, Dr. Emily Stowe, she was a forceful leader in the struggle for female suffrage.
dr-augusta-stowe-gullen-1857-1943	location	region	Southwestern Ontario
dr-augusta-stowe-gullen-1857-1943	location	county	County of Brant (District)
dr-augusta-stowe-gullen-1857-1943	location	municipality	County of Brant
dr-augusta-stowe-gullen-1857-1943	location	address	On the grounds of the public school on Mount Pleasant Road, Mount Pleasant
dr-augusta-stowe-gullen-1857-1943	themes	theme	People
dr-augusta-stowe-gullen-1857-1943	themes	theme	Politics and law
dr-augusta-stowe-gullen-1857-1943	themes	theme	Scientific and technological innovations
dr-augusta-stowe-gullen-1857-1943	themes	theme	Women's history
dr-charles-duncombe-1791-1867	details	title	Dr. Charles Duncombe 1791-1867
dr-charles-duncombe-1791-1867	details	text	Like his friend and colleague John Rolph, with whom he opened the province's first medical school at St. Thomas, Duncombe was both a physician and a political reformer. His fervent support of William Lyon Mackenzie during the Rebellion of 1837 forced Duncombe to seek refuge in the United States after the defeat of Mackenzie at Montgomery's Tavern.
dr-charles-duncombe-1791-1867	location	region	Southwestern Ontario
dr-charles-duncombe-1791-1867	location	county	County of Elgin
dr-charles-duncombe-1791-1867	location	municipality	City of St. Thomas
dr-charles-duncombe-1791-1867	location	address	At the Elgin County Pioneer Museum, 32 Talbot Street, St. Thomas
dr-charles-duncombe-1791-1867	themes	theme	People
dr-charles-duncombe-1791-1867	themes	theme	Politics and law
dr-charles-duncombe-1791-1867	themes	theme	Scientific and technological innovations
dr-charles-duncombe-1791-1867	themes	theme	War and conflict
dr-henry-norman-bethune-1890-1939	details	title	Dr. Henry Norman Bethune 1890-1939
dr-henry-norman-bethune-1890-1939	details	text	Humanitarian, surgeon and revolutionary, Bethune was born at Gravenhurst and educated at Toronto. Concern with social and political issues took him to Spain in 1936 and then to China where he worked unsparingly as a surgeon with the Revolutionary Army until his death.
dr-henry-norman-bethune-1890-1939	location	region	Central Ontario
dr-henry-norman-bethune-1890-1939	location	county	District Municipality of Muskoka
dr-henry-norman-bethune-1890-1939	location	municipality	Town of Gravenhurst
dr-henry-norman-bethune-1890-1939	location	address	At his birthplace, now a museum, 235 John Street, Gravenhurst
dr-henry-norman-bethune-1890-1939	themes	theme	People
dr-henry-norman-bethune-1890-1939	themes	theme	Politics and law
dr-henry-norman-bethune-1890-1939	themes	theme	Scientific and technological innovations
dr-henry-norman-bethune-1890-1939	themes	theme	War and conflict
dr-james-naismith-1861-1939	details	title	Dr. James Naismith 1861-1939
dr-james-naismith-1861-1939	details	text	Born and raised in Ramsay Township, Naismith creatively combined two professions: physical educator and medical doctor. In 1891, responding to the need for an indoor team sport to occupy students during the winter months, Naismith devised the game of basketball using a soccer ball and two half-bushel peach baskets.
dr-james-naismith-1861-1939	location	region	Eastern Ontario
dr-james-naismith-1861-1939	location	county	County of Lanark
dr-james-naismith-1861-1939	location	municipality	Town of Mississippi Mills
dr-james-naismith-1861-1939	location	address	At his childhood home, Highway 15, just north of Clayton Road, about 4.5 km northwest of Almonte
dr-james-naismith-1861-1939	themes	theme	Education
dr-james-naismith-1861-1939	themes	theme	People
dr-james-naismith-1861-1939	themes	theme	Scientific and technological innovations
dr-james-naismith-1861-1939	themes	theme	Sports and recreation
dr-lorne-pierce-1890-1961	details	title	Dr. Lorne Pierce 1890-1961
dr-lorne-pierce-1890-1961	details	text	A prolific writer and ardent promoter of Canadian literature, Dr. Pierce, who was born in Delta, was the editor of The Ryerson Press from 1920 to 1960. He set up several university scholarships and established an excellent Canadian literature collection at Queen's University.
dr-lorne-pierce-1890-1961	location	region	Eastern Ontario
dr-lorne-pierce-1890-1961	location	county	United Counties of Leeds and Grenville
dr-lorne-pierce-1890-1961	location	municipality	Township of Athens
dr-lorne-pierce-1890-1961	location	address	On the grounds of the United Church in Delta - Highway 42, west of Athens
dr-lorne-pierce-1890-1961	themes	theme	Arts and culture
dr-lorne-pierce-1890-1961	themes	theme	Education
dr-lorne-pierce-1890-1961	themes	theme	People
dr-lorne-pierce-1890-1961	themes	theme	Scientific and technological innovations
dr-mahlon-w-locke-1880-1942	details	title	Dr. Mahlon W. Locke 1880-1942
dr-mahlon-w-locke-1880-1942	details	text	Locke's reputedly successful massage treatments for rheumatic and arthritic pain attracted thousands of patients to Williamsburg, which provided the region with welcome prosperity during the depression years.
dr-mahlon-w-locke-1880-1942	location	region	Eastern Ontario
dr-mahlon-w-locke-1880-1942	location	county	United Counties of Stormont, Dundas and Glengarry
dr-mahlon-w-locke-1880-1942	location	municipality	Township of South Dundas
dr-mahlon-w-locke-1880-1942	location	address	In front of the house which served as his office, County Road 18 - just east of Highway 31, Williamsburg
dr-mahlon-w-locke-1880-1942	themes	theme	Industry and trade
dr-mahlon-w-locke-1880-1942	themes	theme	People
dr-mahlon-w-locke-1880-1942	themes	theme	Scientific and technological innovations
dr-robert-hamilton-coats-1874-1960	details	title	Dr. Robert Hamilton Coats 1874-1960
dr-robert-hamilton-coats-1874-1960	details	text	A native of the Clinton area, Coats worked as a journalist prior to his appointment in 1915 as Canada's first dominion statistician and controller of the census. He was responsible for drafting the legislation that three years later established the Dominion Bureau of Statistics.
dr-robert-hamilton-coats-1874-1960	location	region	Southwestern Ontario
dr-robert-hamilton-coats-1874-1960	location	county	County of Huron
dr-robert-hamilton-coats-1874-1960	location	municipality	Municipality of Central Huron
dr-robert-hamilton-coats-1874-1960	location	address	On the grounds of Central Huron Secondary School, 165 Princess Street East, Clinton
dr-robert-hamilton-coats-1874-1960	themes	theme	People
dr-robert-hamilton-coats-1874-1960	themes	theme	Politics and law
dufferin-county-court-house	details	title	Dufferin County Court House
dufferin-county-court-house	details	text	Constructed in 1880-81 to house the judicial and administrative offices of the newly created County of Dufferin, the court house building remains largely unchanged in both appearance and function.
dufferin-county-court-house	location	region	Greater Toronto Area
dufferin-county-court-house	location	county	County of Dufferin
dufferin-county-court-house	location	municipality	Town of Orangeville
dufferin-county-court-house	location	address	At the court house, 51 Zina Street, Orangeville
dufferin-county-court-house	themes	theme	Buildings and structures
dufferin-county-court-house	themes	theme	Politics and law
duncan-cameron	details	title	Duncan Cameron
duncan-cameron	details	text	A prominent member of the North West Company, Cameron (c.1764-1848) commanded the Red River area during the company's years of fierce rivalry with the Hudson's Bay Company. In 1820, he returned to live in Williamstown.
duncan-cameron	location	region	Eastern Ontario
duncan-cameron	location	county	United Counties of Stormont, Dundas and Glengarry
duncan-cameron	location	municipality	Township of South Dundas
